,subject,task,response_rate,percent_lottery,percent_risk,percent_ambiguity,conf_1,conf_2,conf_3,conf_4,negLL,gamma,beta,alpha,at_bound,LL,LL0,AIC,BIC,R2,correct,prob_span,fig_fn
91,23_IDM_0092,CRDM,0.963855422,0.625,0.74,0.433333333,4,16,34,25,25.28494904,3.312066763,-0.436161479,0.382977098,0,-25.28494904,-55.45177444,56.56989808,59.33395134,0.544019118,0.875,0.988374398,23_IDM_0092/crdm/23_IDM_0092_crdm_model_fit.eps
92,23_IDM_0093,CRDM,0.951807229,0.64556962,0.78,0.413793103,0,0,30,48,10.22061921,7.283937265,-0.704922692,0.394576514,0,-10.22061921,-54.75862726,26.44123843,29.18013413,0.813351435,0.962025316,0.999988554,23_IDM_0093/crdm/23_IDM_0093_crdm_model_fit.eps
93,23_IDM_0094,CRDM,0.963855422,0.6625,0.7,0.6,15,21,21,23,12.56316196,5.39823861,0.404920433,0.49939256,0,-12.56316196,-55.45177444,31.12632393,33.8903772,0.773439857,0.9125,0.999972157,23_IDM_0094/crdm/23_IDM_0094_crdm_model_fit.eps
94,23_IDM_0095,CRDM,0.951807229,0.481012658,0.42,0.586206897,0,0,22,57,27.98612769,0.669556271,0.827927522,0.91752334,0,-27.98612769,-54.75862726,61.97225539,64.71115109,0.488918384,0.860759494,0.927607767,23_IDM_0095/crdm/23_IDM_0095_crdm_model_fit.eps
95,23_IDM_0096,CRDM,0.939759036,0.782051282,0.816326531,0.724137931,0,5,18,55,21.40838051,4.925625354,-0.047295449,0.321113774,0,-21.40838051,-54.06548008,48.81676102,51.53017867,0.604028662,0.884615385,0.990368317,23_IDM_0096/crdm/23_IDM_0096_crdm_model_fit.eps
96,23_IDM_0097,CRDM,0.963855422,0.625,0.72,0.466666667,0,4,18,58,19.55472561,3.823953221,-0.233976435,0.428130553,0,-19.55472561,-55.45177444,45.10945122,47.87350449,0.647356179,0.9,0.998220961,23_IDM_0097/crdm/23_IDM_0097_crdm_model_fit.eps
97,23_IDM_0098,CRDM,0.963855422,0.5125,0.58,0.4,10,18,21,31,16.10354513,2.071722719,-0.055522288,0.700407463,0,-16.10354513,-55.45177444,38.20709026,40.97114353,0.709593691,0.9375,0.996182549,23_IDM_0098/crdm/23_IDM_0098_crdm_model_fit.eps
98,23_IDM_0099,CRDM,0.963855422,0.5875,0.64,0.5,12,14,22,31,55.10245659,0.317883798,-1.526408997,0.125,1,-55.10245659,-55.45177444,116.2049132,118.9689664,0.006299489,0.5625,0.124465772,23_IDM_0099/crdm/23_IDM_0099_crdm_model_fit.eps
99,23_IDM_0100,CRDM,0.963855422,0.3125,0.32,0.3,0,12,14,54,1.386347388,8,0.315182133,1.839638718,1,-1.386347388,-55.45177444,8.772694775,11.53674804,0.974999044,0.9875,1,23_IDM_0100/crdm/23_IDM_0100_crdm_model_fit.eps
100,23_IDM_0101,CRDM,0.963855422,0.575,0.66,0.433333333,0,17,29,34,12.83738107,4.311645387,-0.124596496,0.517881897,0,-12.83738107,-55.45177444,31.67476214,34.4388154,0.768494675,0.925,0.999821391,23_IDM_0101/crdm/23_IDM_0101_crdm_model_fit.eps
101,23_IDM_0102,CRDM,0.951807229,0.556962025,0.58,0.517241379,2,14,17,46,28.30969697,1.383606187,0.408264443,0.655844066,0,-28.30969697,-54.75862726,62.61939395,65.35828965,0.483009374,0.873417722,0.969424528,23_IDM_0102/crdm/23_IDM_0102_crdm_model_fit.eps
102,23_IDM_0103,CRDM,0.939759036,0.615384615,0.653061224,0.551724138,1,4,50,22,33.94985449,1.60495046,0.236517372,0.518957858,0,-33.94985449,-54.06548008,73.89970898,76.61312663,0.372060427,0.807692308,0.957335025,23_IDM_0103/crdm/23_IDM_0103_crdm_model_fit.eps
103,23_IDM_0104,CRDM,0.939759036,0.884615385,0.82,1,0,1,6,71,7.203512337,6.558667257,4.167,0.287612853,1,-7.203512337,-54.06548008,20.40702467,23.12044233,0.866763186,0.961538462,0.991287939,23_IDM_0104/crdm/23_IDM_0104_crdm_model_fit.eps
104,23_IDM_0105,CRDM,0.939759036,0.615384615,0.604166667,0.633333333,0,2,32,44,27.82828234,1.77935366,0.719929955,0.577423008,0,-27.82828234,-54.06548008,61.65656468,64.36998233,0.485285578,0.858974359,0.980305016,23_IDM_0105/crdm/23_IDM_0105_crdm_model_fit.eps
105,23_IDM_0106,CRDM,0.963855422,0.375,0.38,0.366666667,2,11,43,24,8.902340687,0.668909055,0.658508295,1.383350987,0,-8.902340687,-55.45177444,23.80468137,26.56873464,0.839457965,0.95,0.995470984,23_IDM_0106/crdm/23_IDM_0106_crdm_model_fit.eps
106,23_IDM_0107,CRDM,0.963855422,0.8375,0.76,0.966666667,1,4,26,48,13.86182632,5.749733385,0.464321709,0.335864542,0,-13.86182632,-55.45177444,33.72365264,36.48770591,0.750020149,0.9375,0.997732579,23_IDM_0107/crdm/23_IDM_0107_crdm_model_fit.eps
107,23_IDM_0108,CRDM,0.963855422,0.65,0.66,0.633333333,2,10,25,43,23.91081956,2.423200488,0.460820342,0.545363048,0,-23.91081956,-55.45177444,53.82163912,56.58569239,0.56879974,0.85,0.993689995,23_IDM_0108/crdm/23_IDM_0108_crdm_model_fit.eps
108,23_IDM_0109,CRDM,0.951807229,0.708860759,0.755102041,0.633333333,0,8,53,17,40.28534019,1.954383628,-0.186889179,0.329324013,0,-40.28534019,-54.75862726,86.57068038,89.30957608,0.264310626,0.810126582,0.827615477,23_IDM_0109/crdm/23_IDM_0109_crdm_model_fit.eps
109,23_IDM_0110,CRDM,0.939759036,0.743589744,0.755102041,0.724137931,0,21,23,33,15.41473804,5.659850915,0.373473171,0.421381185,0,-15.41473804,-54.06548008,36.82947608,39.54289373,0.714887614,0.897435897,0.999920695,23_IDM_0110/crdm/23_IDM_0110_crdm_model_fit.eps
110,23_IDM_0111,CRDM,0.951807229,0.683544304,0.755102041,0.566666667,15,12,10,42,19.40130358,4.307217459,-0.02579797,0.401214132,0,-19.40130358,-54.75862726,44.80260716,47.54150287,0.645694121,0.886075949,0.998542135,23_IDM_0111/crdm/23_IDM_0111_crdm_model_fit.eps
111,23_IDM_0112,CRDM,0.963855422,0.8,0.78,0.833333333,0,13,28,39,6.917508401,8,0.469025998,0.407164938,1,-6.917508401,-55.45177444,19.8350168,22.59907007,0.875251812,0.975,0.999997737,23_IDM_0112/crdm/23_IDM_0112_crdm_model_fit.eps
112,23_IDM_0113,CRDM,0.963855422,0.625,0.62,0.633333333,5,14,20,40,16.35605899,2.876227742,0.65772754,0.632828305,0,-16.35605899,-55.45177444,38.71211799,41.47617126,0.705039935,0.9,0.999021957,23_IDM_0113/crdm/23_IDM_0113_crdm_model_fit.eps
113,23_IDM_0114,CRDM,0.927710843,0.883116883,0.836734694,0.964285714,5,11,3,58,13.96192123,5.84621785,0.27882485,0.267736076,0,-13.96192123,-53.3723329,33.92384246,36.6114533,0.738405266,0.935064935,0.970342631,23_IDM_0114/crdm/23_IDM_0114_crdm_model_fit.eps
114,23_IDM_0115,CRDM,0.939759036,0.5,0.52,0.464285714,1,8,29,40,36.52857569,0.76695286,0.469936998,0.710657171,0,-36.52857569,-54.06548008,79.05715139,81.77056904,0.324364167,0.807692308,0.889295355,23_IDM_0115/crdm/23_IDM_0115_crdm_model_fit.eps
115,23_IDM_0116,CRDM,0.951807229,0.506329114,0.54,0.448275862,5,11,25,38,3.603047876,8,0.35064155,0.720252918,1,-3.603047876,-54.75862726,13.20609575,15.94499146,0.934201275,0.974683544,1,23_IDM_0116/crdm/23_IDM_0116_crdm_model_fit.eps
116,23_IDM_0117,CRDM,0.951807229,0.721518987,0.632653061,0.866666667,1,6,23,49,33.53771222,1.57211546,1.274540689,0.430005447,0,-33.53771222,-54.75862726,73.07542445,75.81432015,0.387535556,0.797468354,0.915665757,23_IDM_0117/crdm/23_IDM_0117_crdm_model_fit.eps
117,23_IDM_0118,CRDM,0.939759036,0.512820513,0.551020408,0.448275862,0,3,21,54,16.31894353,1.925364099,0.441233583,0.723299044,0,-16.31894353,-54.06548008,38.63788705,41.3513047,0.698163347,0.961538462,0.995345835,23_IDM_0118/crdm/23_IDM_0118_crdm_model_fit.eps
118,23_IDM_0119,CRDM,0.963855422,0.55,0.56,0.533333333,0,11,33,35,21.10549142,1.652476203,0.633052154,0.721834729,0,-21.10549142,-55.45177444,48.21098284,50.97503611,0.619390152,0.875,0.989989189,23_IDM_0119/crdm/23_IDM_0119_crdm_model_fit.eps
119,23_IDM_0120,CRDM,0.963855422,0.65,0.64,0.666666667,6,14,25,35,12.75946076,4.087618297,0.712887827,0.5996253,0,-12.75946076,-55.45177444,31.51892153,34.2829748,0.769899865,0.925,0.999911719,23_IDM_0120/crdm/23_IDM_0120_crdm_model_fit.eps
120,23_IDM_0121,CRDM,0.963855422,0.5875,0.72,0.366666667,1,13,21,45,14.23192352,4.392902583,-0.587145653,0.469239298,0,-14.23192352,-55.45177444,34.46384705,37.22790032,0.743345931,0.9125,0.999694139,23_IDM_0121/crdm/23_IDM_0121_crdm_model_fit.eps
121,23_IDM_0122,CRDM,0.927710843,0.441558442,0.510638298,0.333333333,1,11,7,58,44.40574356,0.307356988,-0.098531228,0.758505667,0,-44.40574356,-53.3723329,94.81148712,97.49909796,0.168000701,0.714285714,0.681176982,23_IDM_0122/crdm/23_IDM_0122_crdm_model_fit.eps
122,23_IDM_0123,CRDM,0.963855422,0.55,0.58,0.5,3,9,15,53,28.62853411,1.422957988,0.390457881,0.644192288,0,-28.62853411,-55.45177444,63.25706822,66.02112149,0.483721948,0.85,0.970342239,23_IDM_0123/crdm/23_IDM_0123_crdm_model_fit.eps
123,23_IDM_0124,CRDM,0.963855422,0.6,0.64,0.533333333,0,10,24,46,43.61369945,1.016028045,-0.078076078,0.510095189,0,-43.61369945,-55.45177444,93.22739889,95.99145216,0.213484151,0.775,0.846031614,23_IDM_0124/crdm/23_IDM_0124_crdm_model_fit.eps
124,23_IDM_0125,CRDM,0.963855422,0.6875,0.72,0.633333333,0,7,22,51,21.83586299,3.563528388,0.371425379,0.447908756,0,-21.83586299,-55.45177444,49.67172598,52.43577925,0.606218859,0.8125,0.99799167,23_IDM_0125/crdm/23_IDM_0125_crdm_model_fit.eps
125,23_IDM_0126,CRDM,0.951807229,0.556962025,0.530612245,0.6,4,25,30,20,31.83144439,1.087651555,0.759223633,0.701874536,0,-31.83144439,-54.75862726,69.66288879,72.40178449,0.418695355,0.898734177,0.949134398,23_IDM_0126/crdm/23_IDM_0126_crdm_model_fit.eps
126,23_IDM_0127,CRDM,0.963855422,0.875,0.88,0.866666667,0,5,10,65,17.09135421,5.980031626,0.028373491,0.262731885,0,-17.09135421,-55.45177444,40.18270842,42.94676169,0.69177985,0.9,0.967599189,23_IDM_0127/crdm/23_IDM_0127_crdm_model_fit.eps
127,23_IDM_0128,CRDM,0.939759036,0.948717949,0.9375,0.966666667,1,1,8,68,18.70185299,3.981573587,0.895097111,0.125,1,-18.70185299,-54.06548008,43.40370599,46.11712364,0.654088839,0.935897436,0.485911175,23_IDM_0128/crdm/23_IDM_0128_crdm_model_fit.eps
128,23_IDM_0129,CRDM,0.963855422,0.85,0.76,1,1,14,27,37,7.985423427,5.590712006,4.167,0.370243638,1,-7.985423427,-55.45177444,21.97084685,24.73490012,0.855993365,0.95,0.999548162,23_IDM_0129/crdm/23_IDM_0129_crdm_model_fit.eps
129,23_IDM_0130,CRDM,0.963855422,0.725,0.68,0.8,0,10,38,32,20.23199739,2.602280358,0.938816525,0.536288352,0,-20.23199739,-55.45177444,46.46399479,49.22804806,0.635142471,0.9,0.995294012,23_IDM_0130/crdm/23_IDM_0130_crdm_model_fit.eps
130,23_IDM_0131,CRDM,0.915662651,0.973684211,0.959183673,1,0,0,9,67,11.65258881,4.91283416,4.167,0.125,1,-11.65258881,-52.67918572,29.30517762,31.9666443,0.778800894,0.947368421,0.500211297,23_IDM_0131/crdm/23_IDM_0131_crdm_model_fit.eps
131,23_IDM_0132,CRDM,0.939759036,0.730769231,0.708333333,0.766666667,4,7,51,16,36.91077474,1.926305942,0.457908469,0.325556996,0,-36.91077474,-54.06548008,79.82154948,82.53496713,0.317294979,0.769230769,0.815297267,23_IDM_0132/crdm/23_IDM_0132_crdm_model_fit.eps
132,23_IDM_0133,CRDM,0.963855422,0.5625,0.64,0.433333333,1,20,33,26,23.19351182,2.386111271,-0.160829696,0.525677989,0,-23.19351182,-55.45177444,52.38702365,55.15107692,0.581735444,0.8875,0.991919424,23_IDM_0133/crdm/23_IDM_0133_crdm_model_fit.eps
133,23_IDM_0134,CRDM,0.963855422,0.7125,0.72,0.7,21,5,9,45,16.26596767,4.72720653,0.481248464,0.455561219,0,-16.26596767,-55.45177444,38.53193533,41.2959886,0.706664614,0.8875,0.999795407,23_IDM_0134/crdm/23_IDM_0134_crdm_model_fit.eps
134,23_IDM_0135,CRDM,0.963855422,0.6,0.68,0.466666667,1,7,30,42,19.79518416,2.963059933,-0.051365329,0.51087396,0,-19.79518416,-55.45177444,45.59036832,48.35442159,0.643019825,0.9,0.9971098,23_IDM_0135/crdm/23_IDM_0135_crdm_model_fit.eps
135,23_IDM_0136,CRDM,0.963855422,0.4375,0.44,0.433333333,0,1,15,64,14.17162177,1.006673782,0.707316557,1.047670969,0,-14.17162177,-55.45177444,34.34324354,37.10729681,0.744433394,0.9625,0.99123539,23_IDM_0136/crdm/23_IDM_0136_crdm_model_fit.eps
136,23_IDM_0137,CRDM,0.939759036,0.987179487,1,0.965517241,0,2,74,0,7.847068185,8,0.045448893,0.125,1,-7.847068185,-54.06548008,21.69413637,24.40755402,0.854859919,0.961538462,0.500143821,23_IDM_0137/crdm/23_IDM_0137_crdm_model_fit.eps
137,23_IDM_0138,CRDM,0.951807229,0.544303797,0.6,0.448275862,1,32,9,36,13.8148605,3.172203784,-0.003853447,0.605790285,0,-13.8148605,-54.75862726,33.629721,36.3686167,0.747713535,0.936708861,0.999335987,23_IDM_0138/crdm/23_IDM_0138_crdm_model_fit.eps
138,23_IDM_0139,CRDM,0.963855422,0.5625,0.58,0.533333333,1,24,16,39,17.63838405,2.109673363,0.702211385,0.707530116,0,-17.63838405,-55.45177444,41.2767681,44.04082137,0.681914885,0.9125,0.996768621,23_IDM_0139/crdm/23_IDM_0139_crdm_model_fit.eps
139,23_IDM_0140,CRDM,0.963855422,0.4625,0.48,0.433333333,13,11,16,40,16.64943826,1.470604078,0.445018118,0.83475421,0,-16.64943826,-55.45177444,39.29887651,42.06292978,0.699749225,0.9125,0.992632194,23_IDM_0140/crdm/23_IDM_0140_crdm_model_fit.eps
140,23_IDM_0141,CRDM,0.963855422,0.6,0.66,0.5,6,13,16,45,6.712552876,8,0.229572462,0.590115656,1,-6.712552876,-55.45177444,19.42510575,22.18915902,0.878947916,0.975,0.999999985,23_IDM_0141/crdm/23_IDM_0141_crdm_model_fit.eps
141,23_IDM_0142,CRDM,0.963855422,0.7125,0.7,0.733333333,0,0,10,70,28.31948553,2.933012957,0.153964521,0.404927775,0,-28.31948553,-55.45177444,62.63897106,65.40302433,0.489295233,0.8375,0.986494529,23_IDM_0142/crdm/23_IDM_0142_crdm_model_fit.eps
142,23_IDM_0143,CRDM,0.963855422,0.725,0.72,0.733333333,4,14,22,40,17.35386051,5.109406675,0.305278102,0.415821078,0,-17.35386051,-55.45177444,40.70772101,43.47177428,0.687045894,0.9,0.999756515,23_IDM_0143/crdm/23_IDM_0143_crdm_model_fit.eps
143,23_IDM_0144,CRDM,0.963855422,0.6375,0.74,0.466666667,3,8,20,49,10.8151143,6.572934678,-0.166411371,0.451046153,0,-10.8151143,-55.45177444,27.6302286,30.39428187,0.804963603,0.9125,0.999992379,23_IDM_0144/crdm/23_IDM_0144_crdm_model_fit.eps
144,23_IDM_0145,CRDM,0.951807229,0.721518987,0.734693878,0.7,0,13,30,36,15.02090983,4.887778546,0.469203203,0.464271496,0,-15.02090983,-54.75862726,36.04181967,38.78071537,0.725688707,0.936708861,0.999868841,23_IDM_0145/crdm/23_IDM_0145_crdm_model_fit.eps
145,23_IDM_0146,CRDM,0.963855422,0.475,0.54,0.366666667,1,12,24,43,22.16850197,1.575339441,0.017878622,0.689577957,0,-22.16850197,-55.45177444,50.33700393,53.1010572,0.600220152,0.9,0.984599595,23_IDM_0146/crdm/23_IDM_0146_crdm_model_fit.eps
146,23_IDM_0147,CRDM,0.963855422,0.925,0.88,1,0,1,15,64,2.202247107,8,4.068505846,0.253156108,1,-2.202247107,-55.45177444,10.40449421,13.16854748,0.960285363,1,0.984162174,23_IDM_0147/crdm/23_IDM_0147_crdm_model_fit.eps
147,23_IDM_0148,CRDM,0.939759036,0.615384615,0.571428571,0.689655172,0,2,28,47,37.87975238,0.929293458,0.841872401,0.635244781,0,-37.87975238,-54.06548008,81.75950476,84.47292241,0.299372681,0.794871795,0.901356657,23_IDM_0148/crdm/23_IDM_0148_crdm_model_fit.eps
148,23_IDM_0149,CRDM,0.963855422,0.5625,0.58,0.533333333,1,13,45,21,20.69553314,2.291261729,0.354843571,0.601654539,0,-20.69553314,-55.45177444,47.39106628,50.15511955,0.626783212,0.8375,0.99477235,23_IDM_0149/crdm/23_IDM_0149_crdm_model_fit.eps
